grant_id,funding.agency,funding.amount,date.start,date.end,title,abstract
100069,ABC,978000,3/30/2006,6/14/2013,Curabitur blandit dolor sed ipsum sodales dictum nec sed sem.,"Morbi arcu lectus, bibendum ut elementum vel, pharetra at magna. Mauris lobortis lectus vitae tortor aliquet quis sagittis risus suscipit. Ut pharetra urna at arcu auctor eu accumsan diam varius. Nunc consequat commodo ipsum in ornare. Etiam dapibus interdum pharetra. In porttitor bibendum accumsan. Aenean bibendum lectus gravida dolor dapibus eu suscipit felis vestibulum. Sed sed sem vitae tortor ultricies dictum. Sed feugiat risus vitae erat dignissim ut elementum nibh mollis. Duis feugiat ante vitae velit egestas vel sagittis sapien euismod. Suspendisse eros augue, luctus quis pellentesque a, mollis eget massa. Ut elementum dui semper mi pellentesque sit amet iaculis nulla bibendum. Ut non enim urna."
100070,DDD,432000,6/23/2006,6/19/2013,"Curabitur condimentum pellentesque quam, et tempus lorem aliquam non.","Morbi interdum malesuada cursus. Morbi lobortis, neque vitae egestas vestibulum, libero sapien auctor erat, id feugiat lorem nulla ac purus. Donec at nibh eu erat volutpat pellentesque vitae eu turpis. Pellentesque tellus nulla, scelerisque id malesuada id, elementum id massa. Duis ac dui vitae orci scelerisque ullamcorper. Maecenas turpis nisi, venenatis in aliquet at, pharetra nec nibh. Morbi vitae pellentesque massa. Vivamus rhoncus egestas tincidunt. Nullam ut ornare nulla. Nullam luctus odio nec nibh feugiat pharetra."
100071,NSF,751000,10/10/2006,6/21/2013,"Curabitur eget justo dui, sed vulputate felis.","In scelerisque dui urna. Maecenas hendrerit, tortor ac pharetra bibendum, elit nisl consectetur nunc, vitae commodo ante neque et quam. Maecenas ornare ligula nec risus blandit pellentesque facilisis tellus tempus. Etiam non sem a lorem iaculis pharetra. In placerat purus vitae erat condimentum imperdiet. Curabitur nec magna enim. Duis ut vestibulum dui. Suspendisse et eros quis est vulputate congue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Quisque imperdiet cursus lorem. Morbi accumsan orci vitae arcu consequat vulputate. Praesent elit arcu, rhoncus ut molestie eget, dapibus vitae ipsum. Nam feugiat arcu et lectus accumsan quis scelerisque nulla posuere."
100072,BBB,5000,12/7/2006,8/14/2013,Curabitur eget orci vel mi tristique pellentesque.,"Nulla sollicitudin neque in lacus pulvinar eget lobortis neque fermentum. Donec venenatis metus at arcu condimentum pharetra. Praesent eu nibh eu orci vestibulum consequat in eu mi. Aenean a libero non elit semper tempus at sed libero. Proin velit tortor, accumsan non pellentesque quis, tristique vel justo. Curabitur justo est, aliquam in varius quis, ornare quis nisi. Sed euismod, nulla ut ultricies porta, quam lorem mattis ipsum, elementum vestibulum leo enim in tellus."
100073,EFG,8000,2/7/2007,8/27/2013,"Curabitur et arcu erat, eu euismod erat.","In pulvinar suscipit leo, id ultrices felis mollis vitae. Nullam rutrum tempus tellus non fringilla. Nullam sit amet cursus risus. Nullam fermentum magna sit amet augue placerat non tristique nisi vestibulum. Nulla facilisi. Vivamus lacinia pulvinar volutpat. Aenean leo mi, condimentum sit amet porttitor at, bibendum condimentum urna. Nullam iaculis dolor quis est aliquam pharetra. Vivamus libero enim, tristique sed porttitor aliquet, scelerisque eget nulla. Pellentesque fringilla ultrices venenatis. Nullam commodo faucibus scelerisque. Donec feugiat interdum risus ut varius. Nullam nec enim ante, a mollis dolor."
100074,Dept of Education,466000,2/19/2007,9/3/2013,Curabitur fermentum ante non massa pharetra ornare.,"Aliquam tempus lectus elit. Curabitur consectetur ligula sed leo porttitor molestie ac nec libero. Aliquam sem diam, molestie vel dignissim quis, dictum nec sem. Donec laoreet nisi ut arcu convallis luctus. Fusce dui metus, feugiat id porta id, gravida id orci. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; In tempor condimentum nulla eu gravida. Sed congue venenatis nulla eu congue. Phasellus ac augue nisl, ut pretium magna."
100075,BBB,600000,2/20/2007,9/17/2013,"Curabitur feugiat porttitor dui, id sodales tellus tincidunt sed.","Nunc ultricies mauris id lectus adipiscing semper. Mauris egestas, ante a gravida elementum, tellus felis lacinia nisl, in aliquet dui ante vitae erat. Fusce hendrerit erat nec ligula venenatis varius. Vestibulum auctor egestas erat non adipiscing. Aliquam erat volutpat. Pellentesque eu placerat dui. Aliquam porttitor placerat velit, vel scelerisque purus bibendum et. Nunc nec scelerisque libero. Ut metus lacus, feugiat ut malesuada ac, elementum fermentum diam. Aenean venenatis ipsum vel est auctor sed scelerisque sapien adipiscing. Nulla facilisi. Proin egestas, ipsum nec aliquam bibendum, augue dolor lacinia tortor, ac fringilla lacus nulla ut diam. Donec ornare enim eu turpis auctor et dapibus tortor adipiscing. In euismod posuere commodo. Aenean nec interdum neque."
100076,ABC,446000,3/19/2007,10/2/2013,Curabitur gravida nunc a neque congue luctus.,"Aliquam et euismod mauris. Curabitur elementum, nunc ut consectetur ornare, nibh lacus ornare dolor, in suscipit magna ligula quis est. Cras lobortis scelerisque lectus tempus molestie. Suspendisse dapibus, orci et rutrum ultricies, odio urna cursus odio, non tempor magna sem nec est. Vivamus non diam magna, id gravida ipsum. Mauris et velit vel nulla pretium pharetra. Curabitur vel odio eu nibh congue tincidunt. Duis at dignissim arcu."
100077,Dept of Education,934000,4/20/2007,12/4/2013,Curabitur lacinia leo at neque varius viverra.,"Integer id diam sed urna elementum ultricies id eget lectus. Mauris ac massa neque. In congue mi id augue porta sed tempus felis hendrerit. Maecenas nec scelerisque libero. Suspendisse vel feugiat erat. Duis lectus nibh, iaculis id posuere nec, dignissim ut elit. Suspendisse potenti."
100078,Dept of Education,770000,5/9/2007,12/20/2013,Curabitur mollis augue vel tellus condimentum commodo.,"Integer at eleifend dui. Nullam vitae sagittis lectus. Nulla sed dolor vitae odio sagittis sagittis nec sollicitudin elit. Duis lacus mi, suscipit ut iaculis id, dictum nec turpis. Nullam elit nisi, tristique in fermentum in, condimentum a arcu. Donec non congue leo. Ut rhoncus erat sed mauris malesuada eget ullamcorper eros sagittis. Vestibulum vitae odio mauris."
100079,Dept of Education,22000,9/5/2007,12/24/2013,Curabitur non metus sed est bibendum semper.,"Nulla a leo sed diam malesuada aliquet. Praesent gravida dignissim varius. Proin malesuada nibh sapien. In rutrum tellus vel tortor ultricies auctor. Aliquam aliquet mollis nisi, a placerat ipsum egestas vitae. Integer scelerisque placerat eros, at aliquam nunc convallis vitae. Aliquam quis magna vel dolor blandit ultricies id at arcu. Vestibulum non urna felis. Maecenas accumsan sagittis lorem vel consequat. Nam lorem purus, pulvinar et fringilla eu, tincidunt a ante. In hac habitasse platea dictumst. Nam sollicitudin, ante a mollis volutpat, libero diam vehicula justo, quis convallis risus arcu a lectus. In hac habitasse platea dictumst. Donec viverra arcu et massa blandit non aliquet leo ornare. Nulla sed ante elit. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus."
100080,Dept of Education,716000,9/14/2007,1/21/2014,Curabitur pharetra eros sit amet mi lobortis a fringilla enim sagittis.,"Integer vel nunc lacus. Nunc porta metus sed ligula pellentesque ac tempor leo egestas. Sed pretium vulputate lacus, sodales elementum dolor imperdiet congue. Nullam at justo nulla, vitae hendrerit urna. Cras dictum, sapien at dapibus vulputate, dui ligula fermentum sem, hendrerit euismod arcu nulla sed felis. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Morbi consectetur euismod elit gravida aliquet. Morbi elementum, lorem sit amet viverra lobortis, erat arcu convallis eros, non malesuada justo velit sed ipsum. Aliquam diam turpis, interdum quis varius sed, vestibulum vel magna. Donec gravida sapien a tellus dictum malesuada. Duis fringilla, ipsum a semper euismod, lacus leo luctus leo, nec rhoncus velit arcu at leo. Nunc iaculis imperdiet lacus, id semper nulla sagittis quis. Aliquam facilisis vestibulum ipsum, ut rutrum libero congue vitae. Aenean et dolor dui. Sed sem tellus, auctor in elementum eu, venenatis mattis leo."
100081,Dept of Education,451000,9/25/2007,4/17/2014,Curabitur sollicitudin quam quis arcu condimentum sit amet pretium turpis volutpat.,"Quisque porta viverra risus in tempus. Suspendisse a tempus mauris. Nulla facilisi. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla egestas est porttitor dolor iaculis non vehicula sapien hendrerit. Sed ornare porttitor blandit. Mauris volutpat tortor quis mauris interdum vitae gravida leo aliquet. Cras velit tellus, elementum a facilisis eget, posuere a libero. Maecenas tempus, mauris id bibendum blandit, mi sem pretium quam, gravida pharetra felis nibh aliquam orci. In sed scelerisque odio. Nam ultrices dictum vehicula. Praesent iaculis nisl vulputate erat egestas at interdum metus malesuada. Phasellus quis sapien nunc. Nulla eleifend dignissim magna, vitae volutpat massa convallis feugiat. Duis a nibh a nulla iaculis sodales ac tincidunt eros. Phasellus dapibus ultrices magna vitae ullamcorper."
100082,Dept of Education,783000,6/6/2008,4/18/2014,"Curabitur suscipit consequat tellus, in ullamcorper mauris fringilla et.","Ut at vehicula justo. Pellentesque eu ornare lorem. Morbi felis lectus, fermentum quis tincidunt eu, adipiscing at enim. Sed varius neque ac lacus lobortis et vestibulum nisl imperdiet. Maecenas a libero turpis. Duis mollis, mi at laoreet varius, elit dui mattis leo, vel cursus magna felis ut enim. Nunc aliquam ultrices massa non molestie. Integer a ipsum eget quam condimentum posuere. Ut libero libero, bibendum malesuada dignissim eget, adipiscing sit amet sem. Ut sed sem ut metus congue blandit id aliquet augue. Vestibulum accumsan imperdiet imperdiet. Aliquam erat volutpat. In sit amet est id erat accumsan pharetra vitae at diam. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Curabitur porta augue et turpis porttitor id auctor ligula lobortis."
100083,Dept of Education,125000,6/19/2008,4/23/2014,Curabitur suscipit dui accumsan nisi volutpat porttitor vehicula leo tempus.,"Nam hendrerit nisl eget tortor commodo ac fermentum ipsum auctor. Vestibulum non nulla et diam luctus varius. Mauris ligula ante, porttitor eu luctus vel, porta vel sapien. Donec lacinia lectus sem. Etiam nec magna dolor. Aliquam eu dapibus massa. Vestibulum blandit erat at nibh ornare tincidunt. Proin quis felis nec quam auctor suscipit. Nulla eget ipsum augue, ut eleifend ipsum. Vestibulum non ligula nibh, a fermentum lectus."
100084,Dept of Education,433000,8/21/2008,5/29/2014,Curabitur tristique erat vel leo feugiat viverra.,"Quisque vel interdum metus. Pellentesque a purus ut purus mollis ultrices. Nunc sapien mauris, porttitor eget tincidunt accumsan, convallis ut dolor. Nunc in ante in est suscipit malesuada. Integer congue placerat leo eleifend tempus. Quisque non vehicula eros. Aenean a mattis arcu. Ut facilisis, justo in pretium rutrum, risus eros dignissim magna, sit amet commodo metus nibh ac quam."
100085,Dept of Education,11000,11/5/2008,6/23/2014,"Curabitur ut lacus orci, ac aliquam ante.","Donec pellentesque metus condimentum mi tempus elementum. Phasellus tristique metus lobortis erat scelerisque vel interdum lacus dictum. Nulla id felis nec nisl gravida faucibus ullamcorper nec neque. Pellentesque in neque nunc, accumsan convallis neque. Nunc justo sapien, molestie tempus dignissim eu, auctor in quam. Cras egestas lacinia mauris pulvinar vestibulum. Phasellus lacus arcu, convallis et fringilla a, tempor sit amet turpis. Maecenas aliquam, dolor a mollis varius, diam orci aliquet diam, vel tincidunt purus eros vel nulla. Morbi vulputate enim eget turpis gravida eget semper mauris dictum. Cras consectetur pulvinar ultricies."
100086,EFG,60000,11/26/2008,7/1/2014,"Curabitur vel diam mi, ut aliquam mauris.","Pellentesque vitae tortor purus. Nulla venenatis aliquam nisl, mollis imperdiet massa porta ut. Duis massa purus, iaculis et fermentum ac, ultrices vitae elit. Sed eu mauris nisl, et eleifend lectus. Nulla facilisi. Sed volutpat malesuada augue, et accumsan lorem euismod nec. Phasellus erat magna, tristique id cursus at, bibendum a est."
100087,Dept of Education,449000,12/16/2008,7/22/2014,"Curabitur vel urna nulla, dapibus pharetra justo.","Quisque orci ligula, dapibus nec dictum vitae, dapibus a risus. Donec pretium ante cursus leo tempor sit amet gravida libero adipiscing. Mauris porttitor condimentum rutrum. Nam mi risus, elementum ultricies porta quis, tempus in magna. Sed tellus felis, tincidunt ac blandit et, varius vitae nunc. In et nibh massa. Donec quam mauris, tincidunt eu malesuada sed, mollis ac est. Vestibulum pharetra ornare cursus. Nulla vestibulum diam eget ante tempus vitae tincidunt metus consectetur. Cras consectetur scelerisque luctus. Donec est justo, congue at iaculis quis, volutpat non ipsum. Phasellus auctor, arcu ac porttitor pellentesque, mi sem vehicula dolor, quis egestas nibh lacus ut justo. Pellentesque vehicula dictum ligula, a rutrum metus condimentum id."
100088,BBB,175000,12/25/2008,9/23/2014,Curabitur venenatis nunc vitae arcu feugiat ullamcorper.,"Aenean sit amet nunc lectus, quis varius purus. Cras euismod, quam et lacinia cursus, risus eros adipiscing lorem, eget feugiat enim dolor et felis. Proin aliquam tempor enim ac ultricies. Praesent scelerisque nunc nec risus vehicula ullamcorper. Maecenas euismod lacinia eleifend. Nam posuere egestas sapien eget dapibus. Sed sit amet orci ac arcu rhoncus interdum. Nam eleifend, purus et pretium lacinia, nulla elit ornare nisl, id feugiat enim magna sit amet lorem. Phasellus ac diam nec nisl rutrum rutrum non in ipsum. Ut risus sem, fermentum non fringilla vel, condimentum nec nulla. Ut in sem at leo lobortis euismod sed sit amet ante."
100089,ABC,907000,5/19/2009,10/29/2014,"Curabitur vitae arcu nisi, et bibendum magna.","Lorem ipsum dolor sit amet, consectetur adipiscing elit. Suspendisse viverra rhoncus elit, in accumsan tellus convallis id. Maecenas eu velit dolor, eu aliquam elit. Ut nisl lorem, consequat ac sodales eget, accumsan a nisl. Donec pretium ullamcorper leo, et cursus odio placerat id. Sed augue sem, faucibus nec malesuada tincidunt, lacinia at nisl. Aenean ornare, felis ac elementum faucibus, est tellus mattis velit, nec laoreet mi nisl vel sapien. Nullam blandit, tellus sed scelerisque tincidunt, libero lectus scelerisque tortor, sit amet volutpat enim dolor id nisl. Morbi metus odio, porttitor quis venenatis feugiat, tempor nec tellus. Donec eu lectus justo. Donec bibendum malesuada dolor. Mauris ante dui, porta ac aliquet sed, eleifend quis mi. Sed ac vestibulum sem. Curabitur nec justo ligula. Aenean pellentesque ipsum vel mauris lacinia accumsan pretium leo aliquam."
100090,DDD,500000,6/15/2009,12/1/2014,"Donec a tellus ligula, sit amet mattis turpis.","Morbi aliquam arcu ac sem porta ac aliquet ipsum iaculis. In adipiscing pharetra pretium. Nulla non aliquam eros. Suspendisse ut condimentum leo. Fusce scelerisque odio quis justo dictum placerat. Aenean dapibus dignissim scelerisque. Duis gravida nisl sit amet leo facilisis ullamcorper. Maecenas tincidunt aliquet mauris nec viverra. Donec non dui felis. Praesent mattis commodo erat, tempus porta lectus hendrerit in. Phasellus elementum lacinia accumsan. In hac habitasse platea dictumst."
100091,NSF,782000,7/15/2009,1/29/2015,Donec accumsan ligula a arcu faucibus sit amet egestas metus auctor.,"Cras eu dui nulla. Vestibulum sed lorem ac lectus consequat tristique. Nullam pellentesque hendrerit vulputate. Phasellus imperdiet nibh id ante egestas id consequat felis eleifend. Praesent sit amet justo turpis. Mauris dignissim imperdiet ullamcorper. Sed feugiat consectetur placerat. Pellentesque justo est, tincidunt ac pharetra at, volutpat eget dolor. Pellentesque consectetur justo felis, nec consequat purus. Proin vestibulum, elit a lacinia porttitor, purus mauris feugiat turpis, et scelerisque mauris sem sed nisi."
100092,BBB,119000,7/20/2009,7/28/2015,"Donec accumsan ultrices turpis, ut consequat diam porttitor vitae.","Nunc tincidunt mauris sit amet sapien fringilla quis congue quam pretium. Fusce ut ipsum dolor, a commodo risus. Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nam condimentum ultricies ligula, eu eleifend diam vehicula id. Cras aliquam enim vitae ipsum dignissim laoreet dignissim nulla ultricies. Integer semper metus sit amet massa semper vitae aliquam nulla fringilla. Aenean pellentesque ante eu lorem mollis ac pulvinar enim dictum. Ut sit amet augue leo. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus."
